code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
13.2.3.1.1,CI LS RT,Identify project requirements and objectives,Identify project requirements and objectives,Identify project requirements and objectives,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.1.2,CI LS RT,Identify project resource requirements,Identify project resource requirements,Identify project resource requirements,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.1.3,CI LS RT,Assess culture and readiness for project management approach,Assess culture and readiness for project management approach,Assess culture and readiness for project management approach,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.1.4,CI LS RT,Create business case,Create business case and obtain funding,Create business case and obtain funding,5,DIFFERENT,UNIVERSAL
13.2.3.1.5,CI LS RT,Develop project measures and indicators,Develop project measures and indicators,Develop project measures and indicators,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.1.6,CI,Prioritize and select projects for the portfolio,,,5,,CI_SPECIFIC
13.2.3.2,CI LS RT,Identify appropriate project management methodologies,Identify appropriate project management methodologies,Identify appropriate project management methodologies,4,ALL_IDENTICAL,UNIVERSAL
13.2.3.3,CI LS RT,Develop project plans,Develop project plans,Develop project plans,4,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.1,CI LS RT,Define roles and resources,Define roles and resources,Define roles and resources,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.2,CI LS RT,Acquire/secure project resources,Acquire/secure project resources,Acquire/secure project resources,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.3,CI LS RT,Identify specific IT requirements,Identify specific IT requirements,Identify specific IT requirements,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.4,CI LS RT,Create training and communication plans,Create training and communication plans,Create training and communication plans,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.5,CI LS RT,Design recognition and reward approaches,Design recognition and reward approaches,Design recognition and reward approaches,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.6,CI LS RT,Design and plan launch of project,Design and plan launch of project,Design and plan launch of project,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.3.7,CI LS RT,Deploy the project,Deploy the project,Deploy the project,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.4,CI LS RT,Execute projects,Execute projects,Execute projects,4,ALL_IDENTICAL,UNIVERSAL
13.2.3.4.1,CI LS RT,Evaluate impact of project management (strategy and projects) on measures and outcomes,Evaluate impact of project management (strategy and projects) on measures and outcomes,Evaluate impact of project management (strategy and projects) on measures and outcomes,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.4.2,CI LS RT,Report the status of project,Report the status of project,Report the status of project,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.4.3,CI LS RT,Manage project scope,Manage project scope,Manage project scope,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.4.4,CI LS RT,Promote and sustain activity and involvement,Promote and sustain activity and involvement,Promote and sustain activity and involvement,5,ALL_IDENTICAL,UNIVERSAL
13.2.3.4.5,CI LS RT,Conduct Project Reviews with Program Managers and other stakeholders,Realign and refresh project management strategy and approaches,Realign and refresh project management strategy and approaches,5,DIFFERENT,UNIVERSAL
13.2.3.4.6,CI,Realign and refresh project management strategy and approaches,,,5,,CI_SPECIFIC
13.2.3.4.7,CI,Adjust project plan as needed,,,5,,CI_SPECIFIC
13.2.3.5,CI LS RT,Review and report project performance,Review and report project performance,Review and report project performance,4,ALL_IDENTICAL,UNIVERSAL
13.2.3.6,CI LS RT,Close projects,Close projects,Close projects,4,ALL_IDENTICAL,UNIVERSAL
13.3,CI LS RT,Manage enterprise quality,Manage enterprise quality,Manage enterprise quality,2,ALL_IDENTICAL,UNIVERSAL
13.3.1,CI LS RT,Establish quality requirements,Establish quality requirements,Establish quality requirements,3,ALL_IDENTICAL,UNIVERSAL
13.3.1.1,CI LS RT,Define critical-to-quality characteristics,Define critical-to-quality characteristics,Define critical-to-quality characteristics,4,ALL_IDENTICAL,UNIVERSAL
13.3.1.2,CI LS RT,Define preventive quality activities,Define preventive quality activities,Define preventive quality activities,4,ALL_IDENTICAL,UNIVERSAL
13.3.1.3,CI LS RT,Develop quality controls,Develop quality controls,Develop quality controls,4,ALL_IDENTICAL,UNIVERSAL
13.3.1.3.1,CI LS RT,Define process steps for controls (or integration points),Define process steps for controls (or integration points),Define process steps for controls (or integration points),5,ALL_IDENTICAL,UNIVERSAL
13.3.1.3.2,CI LS RT,Define sampling plan,Define sampling plan,Define sampling plan,5,ALL_IDENTICAL,UNIVERSAL
13.3.1.3.3,CI LS RT,Identify measurement methods,Identify measurement methods,Identify measurement methods,5,ALL_IDENTICAL,UNIVERSAL
13.3.1.3.4,CI LS RT,Define required competencies,Define required competencies,Define required competencies,5,ALL_IDENTICAL,UNIVERSAL
13.3.1.4,CI LS RT,Prove capability to assess compliance with requirements,Prove capability to assess compliance with requirements,Prove capability to assess compliance with requirements,4,ALL_IDENTICAL,UNIVERSAL
13.3.1.5,CI LS RT,Finalize quality plan,Finalize quality plan,Finalize quality plan,4,ALL_IDENTICAL,UNIVERSAL
13.3.2,CI LS RT,Evaluate performance to requirements,Evaluate performance to requirements,Evaluate performance to requirements,3,ALL_IDENTICAL,UNIVERSAL
13.3.2.1,CI LS RT,Test against quality plan,Test against quality plan,Test against quality plan,4,ALL_IDENTICAL,UNIVERSAL
13.3.2.1.1,CI LS RT,Conduct test and collect data,Conduct test and collect data,Conduct test and collect data,5,ALL_IDENTICAL,UNIVERSAL
13.3.2.1.2,CI LS RT,Record result(s),Record result(s),Record result(s),5,ALL_IDENTICAL,UNIVERSAL
13.3.2.1.3,CI LS RT,Determine disposition of result(s),Determine disposition of result(s),Determine disposition of result(s),5,ALL_IDENTICAL,UNIVERSAL
13.3.2.2,CI LS RT,Assess results of tests,Assess results of tests,Assess results of tests,4,ALL_IDENTICAL,UNIVERSAL
13.3.2.2.1,CI LS RT,Assess sample significance,Assess sample significance,Assess sample significance,5,ALL_IDENTICAL,UNIVERSAL
13.3.2.2.2,CI LS RT,Summarize result(s),Summarize result(s),Summarize result(s),5,ALL_IDENTICAL,UNIVERSAL
13.3.2.2.3,CI LS RT,Recommend actions,Recommend actions,Recommend actions,5,ALL_IDENTICAL,UNIVERSAL
13.3.2.2.4,CI LS RT,Decide next steps,Decide next steps,Decide next steps,5,ALL_IDENTICAL,UNIVERSAL
13.3.3,CI LS RT,Manage non-conformance,Manage non-conformance,Manage non-conformance,3,ALL_IDENTICAL,UNIVERSAL
13.3.3.1,CI LS RT,Assess potential impact,Assess potential impact,Assess potential impact,4,ALL_IDENTICAL,UNIVERSAL
13.3.3.2,CI LS RT,Determine immediate action(s),Determine immediate action(s),Determine immediate action(s),4,ALL_IDENTICAL,UNIVERSAL
13.3.3.3,CI LS RT,Identify root cause(s),Identify root cause(s),Identify root cause(s),4,ALL_IDENTICAL,UNIVERSAL
13.3.3.4,CI LS RT,Take corrective or preventative action,Take corrective or preventative action,Take corrective or preventative action,4,ALL_IDENTICAL,UNIVERSAL
13.3.3.5,CI LS RT,Close non-conformance,Close non-conformance,Close non-conformance,4,ALL_IDENTICAL,UNIVERSAL
13.3.4,CI LS RT,Implement and maintain the enterprise quality management system (EQMS),Implement and maintain the enterprise quality management system (EQMS),Implement and maintain the enterprise quality management system (EQMS),3,ALL_IDENTICAL,UNIVERSAL
13.3.4.1,CI LS RT,Define the quality strategy,Define the quality strategy,Define the quality strategy,4,ALL_IDENTICAL,UNIVERSAL
13.3.4.2,CI LS RT,"Plan and deploy the EQMS scope, targets, and goals","Plan and deploy the EQMS scope, targets, and goals","Plan and deploy the EQMS scope, targets, and goals",4,ALL_IDENTICAL,UNIVERSAL
13.3.4.3,CI LS RT,"Identify core EQMS processes, controls, and metrics","Identify core EQMS processes, controls, and metrics","Identify core EQMS processes, controls, and metrics",4,ALL_IDENTICAL,UNIVERSAL
13.3.4.4,CI LS RT,"Develop and document EQMS policies, procedures, standards, and measures","Develop and document EQMS policies, procedures, standards, and measures","Develop and document EQMS policies, procedures, standards, and measures",4,ALL_IDENTICAL,UNIVERSAL
13.3.4.5,CI LS RT,Assess the EQMS performance,Assess the EQMS performance,Assess the EQMS performance,4,ALL_IDENTICAL,UNIVERSAL
13.3.4.6,CI LS RT,Create environment and capability for EQMS improvement(s),Create environment and capability for EQMS improvement(s),Create environment and capability for EQMS improvement(s),4,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.1,CI LS RT,Reward quality excellence,Reward quality excellence,Reward quality excellence,5,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.2,CI LS RT,Create and maintain quality partnerships,Create and maintain quality partnerships,Create and maintain quality partnerships,5,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.3,CI LS RT,Maintain talent capabilities and competencies,Maintain talent capabilities and competencies,Maintain talent capabilities and competencies,5,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.4,CI LS RT,Incorporate EQMS messaging into communication channels,Incorporate EQMS messaging into communication channels,Incorporate EQMS messaging into communication channels,5,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.5,CI LS RT,Assure independent EQMS management access to appropriate authority in the organization,Assure independent EQMS management access to appropriate authority in the organization,Assure independent EQMS management access to appropriate authority in the organization,5,ALL_IDENTICAL,UNIVERSAL
13.3.4.6.6,CI LS RT,Transfer proven EQMS methods,Transfer proven EQMS methods,Transfer proven EQMS methods,5,ALL_IDENTICAL,UNIVERSAL
13.4,CI LS RT,Manage change,Manage change,Manage change,2,ALL_IDENTICAL,UNIVERSAL
13.4.1,CI LS RT,Plan for change,Plan for change,Plan for change,3,ALL_IDENTICAL,UNIVERSAL
13.4.1.1,CI LS RT,Determine stakeholders,Select process improvement methodology,Select process improvement methodology,4,DIFFERENT,UNIVERSAL
13.4.1.10,CI LS RT,Identify impacted groups,Assess cultural issues,Assess cultural issues,4,DIFFERENT,UNIVERSAL
13.4.1.11,CI LS RT,Determine degree/extent of impact,Identify impacted groups,Identify impacted groups,4,DIFFERENT,UNIVERSAL
13.4.1.12,CI LS RT,Establish accountability for change management,Determine degree/extent of impact,Determine degree/extent of impact,4,DIFFERENT,UNIVERSAL
13.4.1.13,CI LS RT,Identify barriers to change,Establish accountability for change management,Establish accountability for change management,4,DIFFERENT,UNIVERSAL
13.4.1.14,CI LS RT,Determine change enablers,Identify barriers to change,Identify barriers to change,4,DIFFERENT,UNIVERSAL
13.4.1.15,CI LS RT,Identify resources and develop measures,Determine change enablers,Determine change enablers,4,DIFFERENT,UNIVERSAL
13.4.1.16,LS RT,,Identify resources and develop measures,Identify resources and develop measures,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.4.1.2,CI LS RT,Assess readiness for change,Determine stakeholders,Determine stakeholders,4,DIFFERENT,UNIVERSAL
13.4.1.3,CI LS RT,Identify change champion(s),Assess readiness for change,Assess readiness for change,4,DIFFERENT,UNIVERSAL
13.4.1.4,CI LS RT,Form design team,Identify change champion(s),Identify change champion(s),4,DIFFERENT,UNIVERSAL
13.4.1.5,CI LS RT,Define scope,Form design team,Form design team,4,DIFFERENT,UNIVERSAL
13.4.1.6,CI LS RT,Understand current state,Define scope,Define scope,4,DIFFERENT,UNIVERSAL
13.4.1.7,CI LS RT,Define future state,Understand current state,Understand current state,4,DIFFERENT,UNIVERSAL
13.4.1.8,CI LS RT,Conduct organizational risk analysis,Define future state,Define future state,4,DIFFERENT,UNIVERSAL
13.4.1.9,CI LS RT,Assess cultural context,Conduct organizational risk analysis,Conduct organizational risk analysis,4,DIFFERENT,UNIVERSAL
13.4.2,CI LS RT,Design the change,Design the change,Design the change,3,ALL_IDENTICAL,UNIVERSAL
13.4.2.1,CI LS RT,Assess connection to other initiatives,Assess connection to other initiatives,Assess connection to other initiatives,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.2,CI LS RT,Develop change management plans,Develop change management plans,Develop change management plans,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.3,CI LS RT,Develop training plan,Develop training plan,Develop training plan,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.4,CI LS RT,Develop communication plan,Develop communication plan,Develop communication plan,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.5,CI LS RT,Assign change champion(s),Assign change champion(s),Assign change champion(s),4,ALL_IDENTICAL,UNIVERSAL
13.4.2.6,CI LS RT,Develop rewards/incentives plan,Develop rewards/incentives plan,Develop rewards/incentives plan,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.7,CI LS RT,Establish change adoption measures,Establish change adoption metrics,Establish change adoption metrics,4,DIFFERENT,UNIVERSAL
13.4.2.8,CI LS RT,Establish/Clarify new roles,Establish/Clarify new roles,Establish/Clarify new roles,4,ALL_IDENTICAL,UNIVERSAL
13.4.2.9,CI LS RT,Identify budget/roles,Identify budget/roles,Identify budget/roles,4,ALL_IDENTICAL,UNIVERSAL
13.4.3,CI LS RT,Implement change,Implement change,Implement change,3,ALL_IDENTICAL,UNIVERSAL
13.4.3.1,CI LS RT,Create commitment for improvement/change,Create commitment for improvement/change,Create commitment for improvement/change,4,ALL_IDENTICAL,UNIVERSAL
13.4.3.2,CI LS RT,Reengineer business processes and systems,Reengineer business processes and systems,Reengineer business processes and systems,4,ALL_IDENTICAL,UNIVERSAL
13.4.3.3,CI LS RT,Support transition to new roles or exit strategies for incumbents,Support transition to new roles or exit strategies for incumbents,Support transition to new roles or exit strategies for incumbents,4,ALL_IDENTICAL,UNIVERSAL
13.4.3.4,CI LS RT,Monitor change,Monitor change,Monitor change,4,ALL_IDENTICAL,UNIVERSAL
13.4.3.5,CI LS RT,Report on change,Report on change,Report on change,4,ALL_IDENTICAL,UNIVERSAL
13.4.4,CI LS RT,Sustain improvement,Sustain improvement,Sustain improvement,3,ALL_IDENTICAL,UNIVERSAL
13.4.4.1,CI LS RT,Monitor improved process performance,Monitor improved process performance,Monitor improved process performance,4,ALL_IDENTICAL,UNIVERSAL
13.4.4.2,CI LS RT,Capture and reuse lessons learned from change process,Capture and reuse lessons learned from change process,Capture and reuse lessons learned from change process,4,ALL_IDENTICAL,UNIVERSAL
13.4.4.3,CI LS RT,Take corrective action as necessary,Take corrective action as necessary,Take corrective action as necessary,4,ALL_IDENTICAL,UNIVERSAL
13.5,CI LS RT,Develop and manage enterprise-wide knowledge management (KM) capability,Develop and manage enterprise-wide knowledge management (KM) capability,Develop and manage enterprise-wide knowledge management (KM) capability,2,ALL_IDENTICAL,UNIVERSAL
13.5.1,CI LS RT,Develop KM strategy,Develop KM strategy,Develop KM strategy,3,ALL_IDENTICAL,UNIVERSAL
13.5.1.1,CI LS RT,Develop governance model with roles and accountability,Develop governance model with roles and accountability,Develop governance model with roles and accountability,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.2,CI LS RT,Define roles and accountability of core group versus operating units,Define roles and accountability of core group versus operating units,Define roles and accountability of core group versus operating units,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.3,CI LS RT,Develop funding models,Develop funding models,Develop funding models,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.4,CI LS RT,Identify links to key initiatives,Identify links to key initiatives,Identify links to key initiatives,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.5,CI LS RT,Develop core KM methodologies,Develop core KM methodologies,Develop core KM methodologies,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.6,CI LS RT,Assess IT needs and engage IT function,Assess IT needs and engage IT function,Assess IT needs and engage IT function,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.7,CI LS RT,Develop training and communication plans,Develop training and communication plans,Develop training and communication plans,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.8,CI LS RT,Develop change management approaches,Develop change management approaches,Develop change management approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.1.9,CI LS RT,Develop strategic measures and indicators,Develop strategic measures and indicators,Develop strategic measures and indicators,4,ALL_IDENTICAL,UNIVERSAL
13.5.2,CI LS RT,Assess KM capabilities,Assess KM capabilities,Assess KM capabilities,3,ALL_IDENTICAL,UNIVERSAL
13.5.2.1,CI LS RT,Assess maturity of existing KM initiatives,Assess maturity of existing KM initiatives,Assess maturity of existing KM initiatives,4,ALL_IDENTICAL,UNIVERSAL
13.5.2.2,CI LS RT,Evaluate existing KM approaches,Evaluate existing KM approaches,Evaluate existing KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.2.3,CI LS RT,Identify gaps and needs,Identify gaps and needs,Identify gaps and needs,4,ALL_IDENTICAL,UNIVERSAL
13.5.3,CI LS RT,Design and implement KM capabilities,Design and implement KM capabilities,Design and implement KM capabilities,3,ALL_IDENTICAL,UNIVERSAL
13.5.3.1,CI LS RT,Develop new KM approaches,Develop new KM approaches,Develop new KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.3.2,CI LS RT,Design resource model for KM approaches,Design resource model for KM approaches,Design resource model for KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.3.3,CI LS RT,Implement new KM approaches,Implement new KM approaches,Implement new KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.3.4,CI LS RT,Leverage and enhance IT for KM approaches,Leverage and enhance IT for KM approaches,Leverage and enhance IT for KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.3.5,CI LS RT,Develop measures,Develop measures,Develop measures,4,ALL_IDENTICAL,UNIVERSAL
13.5.4,CI LS RT,Evolve and sustain KM capabilities,Evolve and sustain KM capabilities,Evolve and sustain KM capabilities,3,ALL_IDENTICAL,UNIVERSAL
13.5.4.1,CI LS RT,Enhance/Modify existing KM approaches,Enhance/Modify existing KM approaches,Enhance/Modify existing KM approaches,4,ALL_IDENTICAL,UNIVERSAL
13.5.4.2,CI LS RT,Sustain awareness and engagement,Sustain awareness and engagement,Sustain awareness and engagement,4,ALL_IDENTICAL,UNIVERSAL
13.5.4.3,CI LS RT,Expand KM infrastructure to meet demand,Expand KM infrastructure to meet demand,Expand KM infrastructure to meet demand,4,ALL_IDENTICAL,UNIVERSAL
13.6,CI LS RT,Measure and benchmark,Measure and benchmark,Measure and benchmark,2,ALL_IDENTICAL,UNIVERSAL
13.6.1,CI LS RT,Define and manage organizational performance strategy,Create and manage organizational performance strategy,Create and manage organizational performance strategy,3,DIFFERENT,UNIVERSAL
13.6.1.1,CI LS RT,Define enterprise measurement models,Create enterprise measurement systems model,Create enterprise measurement systems model,4,DIFFERENT,UNIVERSAL
13.6.1.2,CI LS RT,Maintain enterprise measurement models,Measure process efficiency,Measure process efficiency,4,DIFFERENT,UNIVERSAL
13.6.1.3,LS RT,,Measure cost effectiveness,Measure cost effectiveness,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.6.1.4,LS RT,,Measure staff productivity,Measure staff productivity,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.6.1.5,LS RT,,Measure cycle time,Measure cycle time,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.6.2,CI LS RT,Benchmark performance,Benchmark performance,Benchmark performance,3,ALL_IDENTICAL,UNIVERSAL
13.6.2.1,CI LS RT,Conduct performance assessments,Conduct performance assessments,Conduct performance assessments,4,ALL_IDENTICAL,UNIVERSAL
13.6.2.2,CI LS RT,Develop benchmarking capabilities,Develop benchmarking capabilities,Develop benchmarking capabilities,4,ALL_IDENTICAL,UNIVERSAL
13.6.2.3,CI LS RT,Conduct internal and external benchmarking,Conduct internal process and external competitive benchmarking,Conduct internal process and external competitive benchmarking,4,DIFFERENT,UNIVERSAL
13.6.2.4,CI LS RT,Conduct gap analysis,Conduct gap analysis,Conduct gap analysis,4,ALL_IDENTICAL,UNIVERSAL
13.6.2.5,CI LS RT,Establish need for change,Establish need for change,Establish need for change,4,ALL_IDENTICAL,UNIVERSAL
13.6.3,CI LS RT,Evaluate performance,Evaluate process performance,Evaluate process performance,3,DIFFERENT,UNIVERSAL
13.6.3.1,CI LS RT,Establish performance indicators (measures),Establish appropriate performance indicators (metrics),Establish appropriate performance indicators (metrics),4,DIFFERENT,UNIVERSAL
13.6.3.2,CI LS RT,Establish monitoring frequency,Establish monitoring frequency,Establish monitoring frequency,4,ALL_IDENTICAL,UNIVERSAL
13.6.3.3,CI LS RT,Collect performance data,Collect performance data,Collect performance data,4,ALL_IDENTICAL,UNIVERSAL
13.6.3.4,CI LS RT,Calculate performance measures,Calculate performance measures,Calculate performance measures,4,ALL_IDENTICAL,UNIVERSAL
13.6.3.5,CI LS RT,Identify performance trends,Identify performance trends,Identify performance trends,4,ALL_IDENTICAL,UNIVERSAL
13.6.3.6,CI LS RT,Analyze performance,Analyze performance against benchmark data,Analyze performance against benchmark data,4,DIFFERENT,UNIVERSAL
13.6.3.7,CI LS RT,Prepare performance reports,Prepare reports,Prepare reports,4,DIFFERENT,UNIVERSAL
13.6.3.8,CI LS RT,Develop performance improvement plan,Develop performance improvement plan,Develop performance improvement plan,4,ALL_IDENTICAL,UNIVERSAL
13.7,CI LS RT,"Develop, manage, and deliver analytics",Manage environmental health and safety (EHS),Manage environmental health and safety (EHS),2,DIFFERENT,UNIVERSAL
13.7.1,CI LS RT,Identify needs from stakeholders,Determine environmental health and safety impacts,Determine environmental health and safety impacts,3,DIFFERENT,UNIVERSAL
13.7.1.1,LS RT,,"Evaluate environmental impact of products, services, and operations","Evaluate environmental impact of products, services, and operations",4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.1.2,LS RT,,Conduct health and safety and environmental audits,Conduct health and safety and environmental audits,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.10,CI,Report on analysis,,,3,,CI_SPECIFIC
13.7.11,CI,Identify remedial actions,,,3,,CI_SPECIFIC
13.7.2,CI LS RT,Scope analytics project,Develop and execute functional EHS program,Develop and execute functional EHS program,3,DIFFERENT,UNIVERSAL
13.7.2.1,LS RT,,Identify regulatory and stakeholder requirements,Identify regulatory and stakeholder requirements,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.2.2,LS RT,,Assess future risks and opportunities,Assess future risks and opportunities,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.2.3,LS RT,,Create EHS policy,Create EHS policy,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.2.4,LS RT,,Record and manage EHS events,Record and manage EHS events,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.3,CI LS RT,Develop and manage hypotheses,Train and educate functional employees,Train and educate functional employees,3,DIFFERENT,UNIVERSAL
13.7.3.1,LS RT,,Communicate EHS issues to stakeholders and provide support,Communicate EHS issues to stakeholders and provide support,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.4,CI LS RT,Collect data,Monitor and manage functional EHS management program,Monitor and manage functional EHS management program,3,DIFFERENT,UNIVERSAL
13.7.4.1,LS RT,,Manage EHS costs and benefits,Manage EHS costs and benefits,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.4.2,LS RT,,Measure and report EHS performance,Measure and report EHS performance,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.4.3,LS RT,,Implement emergency response program,Implement emergency response program,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.4.4,LS RT,,Implement pollution prevention program,Implement pollution prevention program,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.4.5,LS RT,,Provide employees with EHS support,Provide employees with EHS support,4,LS_RT_MATCH,LS_RETAIL_ONLY
13.7.5,CI,Prepare data,,,3,,CI_SPECIFIC
13.7.6,CI,Analyze data,,,3,,CI_SPECIFIC
13.7.7,CI,Create data models,,,3,,CI_SPECIFIC
13.7.8,CI,Review data models with stakeholders,,,3,,CI_SPECIFIC
13.7.9,CI,Refine data models,,,3,,CI_SPECIFIC
13.8,CI LS RT,Manage environmental health and safety (EHS),"Develop, Manage, and Deliver Analytics","Develop, Manage, and Deliver Analytics",2,DIFFERENT,UNIVERSAL
13.8.1,CI LS RT,Determine environmental health and safety impacts,Develop and manage hypotheses,Develop and manage hypotheses,3,DIFFERENT,UNIVERSAL
13.8.1.1,CI,"Evaluate environmental impact of products, services, and operations",,,4,,CI_SPECIFIC
13.8.1.2,CI,Conduct health and safety and environmental audits,,,4,,CI_SPECIFIC
13.8.2,CI LS RT,Develop EHS program,Collect data,Collect data,3,DIFFERENT,UNIVERSAL
13.8.2.1,CI,Identify regulatory and stakeholder requirements,,,4,,CI_SPECIFIC
13.8.2.2,CI,Assess future risks and opportunities,,,4,,CI_SPECIFIC
13.8.2.3,CI,Create EHS policy,,,4,,CI_SPECIFIC
13.8.2.4,CI,Record and manage EHS events,,,4,,CI_SPECIFIC
13.8.3,CI LS RT,Monitor and manage EHS program,Analyze data,Analyze data,3,DIFFERENT,UNIVERSAL
13.8.3.1,CI,Manage EHS costs and benefits,,,4,,CI_SPECIFIC
13.8.3.2,CI,Measure and report EHS performance,,,4,,CI_SPECIFIC
13.8.3.3,CI,Implement emergency response program,,,4,,CI_SPECIFIC
13.8.3.4,CI,Implement pollution prevention program,,,4,,CI_SPECIFIC
13.8.3.5,CI,Train and educate functional employees,,,4,,CI_SPECIFIC
13.8.3.6,CI,Provide EHS support,,,4,,CI_SPECIFIC
13.8.4,LS RT,,Report on data,Report on data,3,LS_RT_MATCH,LS_RETAIL_ONLY
13.8.5,LS RT,,Identify remedial actions,Identify remedial actions,3,LS_RT_MATCH,LS_RETAIL_ONLY
13.9,CI,Manage sustainability,,,2,,CI_SPECIFIC
13.9.1,CI,Develop sustainability capability,,,3,,CI_SPECIFIC
13.9.1.1,CI,Identify sustainability requirements,,,4,,CI_SPECIFIC
13.9.1.1.1,CI,Define sustainability disclosure requirements,,,5,,CI_SPECIFIC
13.9.1.1.2,CI,Define sustainability governance requirements,,,5,,CI_SPECIFIC
13.9.1.1.3,CI,Define sustainability functional and performance requirements,,,5,,CI_SPECIFIC
13.9.1.2,CI,Establish sustainability goals/objectives,,,4,,CI_SPECIFIC
13.9.1.3,CI,Create sustainability policies,,,4,,CI_SPECIFIC
13.9.1.4,CI,Define sustainability measures,,,4,,CI_SPECIFIC
13.9.1.5,CI,Create sustainability plan(s),,,4,,CI_SPECIFIC
13.9.2,CI,Manage sustainability capability,,,3,,CI_SPECIFIC
13.9.2.1,CI,Provide sustainability training,,,4,,CI_SPECIFIC
13.9.2.2,CI,Provide sustainability support,,,4,,CI_SPECIFIC
13.9.2.3,CI,Perform sustainability reporting,,,4,,CI_SPECIFIC
13.9.2.3.1,CI,Measure sustainability performance,,,5,,CI_SPECIFIC
13.9.2.3.2,CI,Prepare sustainability statements,,,5,,CI_SPECIFIC
2.0,CI LS RT,Develop and Manage Products and Services,Develop and Manage Products and Services,Develop and Manage Customer Experience,1,DIFFERENT,UNIVERSAL
2.1,CI LS RT,Govern and manage product/service development program,Govern and manage product/service development program,Operate direct channels,2,DIFFERENT,UNIVERSAL
2.1.1,CI LS RT,Manage product and service portfolio,Manage product and service portfolio,Develop and manage online experience,3,DIFFERENT,UNIVERSAL
2.1.1.1,CI LS RT,Evaluate performance of existing products/services against market opportunities,Evaluate performance of existing products/services against market opportunities,Determine online assortment,4,DIFFERENT,UNIVERSAL
2.1.1.2,CI LS RT,Confirm alignment of product/service concepts with business strategy,Confirm alignment of product/service concepts with business strategy,Develop online page layouts,4,DIFFERENT,UNIVERSAL
2.1.1.3,CI LS RT,Prioritize and select new product/service concepts,Prioritize and select new product/service concepts,Develop site layout,4,DIFFERENT,UNIVERSAL
2.1.1.4,CI LS,Plan and develop cost and quality targets,Plan and develop cost and quality targets,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.1.5,CI LS,Specify development timing targets,Specify development timing targets,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.1.6,CI LS,Plan for product/service offering modifications,Plan for product/service offering modifications,,4,CI_LS_MATCH,CI_LS_ONLY
2.1.2,CI LS RT,Manage product and service life cycle,Manage product and service life cycle,Provide customer self-service,3,DIFFERENT,UNIVERSAL
